sample,timestamp,mode,duplicate_rate,rpf_multimapper_rate,alignment_multimapper_rate,soft_clip_rate_5prime,read_length_iqr_fraction,read_length_cv,read_length_max_proportion,read_length_bimodality_coefficient,disome_proportion,terminal_bias_kl_5prime,terminal_bias_kl_3prime,terminal_bias_max_deviation_5prime,terminal_bias_max_deviation_3prime,periodicity_information_global,periodicity_information_rl28,periodicity_information_rl29,periodicity_information_rl30,periodicity_information_rl31,periodicity_information_rl32,periodicity_information_weighted_score,stop_codon_readthrough_ratio,start_codon_enrichment_ratio,uniformity_entropy_global,uniformity_entropy_rl28,uniformity_entropy_rl29,uniformity_entropy_rl30,uniformity_entropy_rl31,uniformity_entropy_rl32,cds_coverage,cds_coverage_1read_1000tx,cds_coverage_100read_100tx,cds_coverage_inframe_1read_1000tx,cds_coverage_inframe_100read_100tx,ratio_cds:leader_global,ratio_cds:leader_rl28,ratio_cds:leader_rl29,ratio_cds:leader_rl30,ratio_cds:leader_rl31,ratio_cds:leader_rl32,ratio_cds:trailer_global,ratio_cds:trailer_rl28,ratio_cds:trailer_rl29,ratio_cds:trailer_rl30,ratio_cds:trailer_rl31,ratio_cds:trailer_rl32,ratio_leader:trailer_global,ratio_leader:trailer_rl28,ratio_leader:trailer_rl29,ratio_leader:trailer_rl30,ratio_leader:trailer_rl31,ratio_leader:trailer_rl32,prop_reads_CDS_global,prop_reads_CDS_rl28,prop_reads_CDS_rl29,prop_reads_CDS_rl30,prop_reads_CDS_rl31,prop_reads_CDS_rl32,cds_enrichment_ratio,prop_reads_leader_global,prop_reads_leader_rl28,prop_reads_leader_rl29,prop_reads_leader_rl30,prop_reads_leader_rl31,prop_reads_leader_rl32,prop_reads_trailer_global,prop_reads_trailer_rl28,prop_reads_trailer_rl29,prop_reads_trailer_rl30,prop_reads_trailer_rl31,prop_reads_trailer_rl32,periodicity_dominance_global,periodicity_dominance_rl28,periodicity_dominance_rl29,periodicity_dominance_rl30,periodicity_dominance_rl31,periodicity_dominance_rl32,n_recommended_read_lengths,recommended_read_proportion,five_prime_ramp_ratio,three_prime_drop_ratio,marginal_position_discovery_rate,complexity_distinct_positions,floss_median,floss_aberrant_transcript_fraction
example_report,2026-09-13T11:02:28.747136,annotation,0.4766797725711446,0.21690515515149744,0.1749854057209574,0.0,0.6,0.07703944235361475,0.21142838836444405,0.04674430039279483,0.0023,0.04677388210509265,0.12110112645992033,0.04359669711300243,0.06111132343825709,0.08760132723396731,0.07151979877913962,0.03603336442254889,0.04929902478999335,0.09648913605509885,0.14621273252918027,0.09043494105809947,0.194,1.4663,0.9151519544081076,0.8829510976231669,0.908750501090317,0.9140299441113758,0.9075961676194183,0.9083742318056159,0.04486476608187134,0.016676755309497707,0.00012170039796030133,0.020417417671887633,0.0002192982456140351,7.573732718894009,10.34452296819788,12.19690063810392,8.811224489795919,6.971678467305289,6.578783151326053,8.468012022327178,8.165969316596932,7.761020881670533,8.4326171875,8.2376968503937,8.921720733427362,1.1180764276513526,0.7894002789400278,0.6363109048723898,0.95703125,1.1815944881889764,1.3561354019746121,0.7980064438179622,0.8193394906241254,0.8248566672831514,0.8114076301447096,0.790171827794562,0.7907369210575661,1.3495133933428538,0.10594039468385018,0.07920514973411699,0.06762838296036003,0.09208795339221951,0.11334025679758308,0.12019501218826177,0.09541884816753926,0.10033585222502099,0.10628198014918933,0.0962225145649314,0.09592145015105741,0.08863053940871304,0.43641204177759574,0.4308617234468938,0.4426328502415459,0.4250115366866636,0.5018450184501845,0.5621424856994279,3,0.4542,2.2923,0.8756,0.9842,98489,0.2077,0.1081
