sample	timestamp	mode	total_reads	duplicate_rate	rpf_multimapper_rate	alignment_multimapper_rate	soft_clip_rate_5prime	read_length_iqr_fraction	read_length_cv	read_length_max_proportion	read_length_bimodality_coefficient	disome_proportion	terminal_bias_kl_5prime	terminal_bias_kl_3prime	terminal_bias_max_deviation_5prime	terminal_bias_max_deviation_3prime	periodicity_information	periodicity_information_weighted_score	stop_codon_readthrough_ratio	start_codon_enrichment_ratio	uniformity_entropy	cds_coverage	cds_coverage_1read_1000tx	cds_coverage_100read_100tx	cds_coverage_inframe_1read_1000tx	cds_coverage_inframe_100read_100tx	ratio_cds:leader	ratio_cds:trailer	ratio_leader:trailer	prop_reads_CDS	cds_enrichment_ratio	prop_reads_leader	prop_reads_trailer	periodicity_dominance	n_recommended_read_lengths	recommended_read_proportion	five_prime_ramp_ratio	three_prime_drop_ratio	marginal_position_discovery_rate	complexity_distinct_positions	floss_median	floss_aberrant_transcript_fraction
example_report	2026-09-13T11:02:28.744926	annotation	280932	0.4766797725711446	0.21690515515149744	0.1749854057209574	0.0	0.6	0.07703944235361475	0.21142838836444405	0.04674430039279483	0.0023	0.04677388210509265	0.12110112645992033	0.04359669711300243	0.06111132343825709	0.08760132723396731	0.09043494105809947	0.194	1.4663	0.9151519544081076	0.04486476608187134	0.016676755309497707	0.00012170039796030133	0.020417417671887633	0.0002192982456140351	7.573732718894009	8.468012022327178	1.1180764276513526	0.7980064438179622	1.3495133933428538	0.10594039468385018	0.09541884816753926	0.43641204177759574	3	0.4542	2.2923	0.8756	0.9842	98489	0.2077	0.1081
